year,name,author,genre,price,quantity,url
2012,Forbidden Fruit (Kielletty hedelmä),J.K. Rowling,Technology,100,47,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2000,Tabu: A Story of the South Seas,Mark Twain,Fiction,71,36,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1994,Killer Elite,F. Scott Fitzgerald,Biography,79,58,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2011,"Chorus Line, A",J.K. Rowling,Poetry,9,87,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1994,Cool Runnings,Mark Twain,Poetry,83,62,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2004,Deep End,Stephen King,Self-Help,3,96,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2002,PTU,Agatha Christie,Self-Help,82,79,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2008,Boys Life 4: Four Play,George Orwell,Poetry,75,64,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1997,"Story of Maths, The",Jane Austen,Biography,49,52,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2012,Home Alone 3,Agatha Christie,Thriller,17,92,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2012,Three Resurrected Drunkards (Kaette kita yopparai),Charles Dickens,Graphic Novels,18,86,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2009,Empire of the Sun,Mark Twain,Horror,77,95,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2001,Fading Gigolo,Virginia Woolf,Young Adult,33,6,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2000,Speedway,J.K. Rowling,Mystery,97,49,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1988,Without Bias (a.k.a. Len Bias),J.R.R. Tolkien,Historical Fiction,77,97,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2003,Fires Were Started,Jane Austen,Fantasy,33,100,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2010,"Band Wagon, The",J.R.R. Tolkien,Autobiography,14,45,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2004,Otakus in Love,Mark Twain,Science Fiction,80,44,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1997,"Little Romance, A",Ernest Hemingway,Historical Fiction,3,20,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1994,"Asphalt Jungle, The",Harper Lee,Fiction,4,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2011,Teacher's Pet,William Shakespeare,Thriller,95,92,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2002,Diaries Notes and Sketches (Walden),Harper Lee,Autobiography,97,76,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2000,Brides (Nyfes),Ernest Hemingway,Technology,87,96,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2005,"Peck on the Cheek, A (Kannathil Muthamittal)",George Orwell,Fiction,27,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1993,All the Little Animals,Virginia Woolf,Science,1,69,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1997,Zouzou,Ernest Hemingway,Autobiography,38,67,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2010,"Hamiltons, The",F. Scott Fitzgerald,Romance,5,19,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2010,Amnèsia,George Orwell,Children's,1,68,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1990,Back to the Future Part II,Charles Dickens,Graphic Novels,68,85,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2011,Twins,F. Scott Fitzgerald,Young Adult,51,74,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1997,Harper Valley P.T.A.,Charles Dickens,Fantasy,30,16,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2005,Killer Bean 2: The Party,Ernest Hemingway,Young Adult,47,51,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1998,"Truth About Love, The",J.K. Rowling,Mystery,95,96,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
1996,"Cassandra Crossing, The",Harper Lee,Technology,36,17,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1998,A Run for Your Money,Stephen King,Romance,96,41,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2009,The Gamma People,George Orwell,Historical Fiction,69,16,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1995,Operator 13,J.K. Rowling,Non-Fiction,60,53,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1992,You'll Find Out,Harper Lee,Travel,65,94,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2002,"Boynton Beach Bereavement Club, The",Stephen King,Biography,66,38,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1995,Carcasses,Stephen King,Poetry,83,54,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2009,Touching the Void,William Shakespeare,Mystery,75,22,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1997,Attack of the 50ft Cheerleader,Virginia Woolf,Horror,67,52,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2011,Unstoppable,F. Scott Fitzgerald,Autobiography,68,88,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1989,"Sing a Song of Sex (Treatise on Japanese Bawdy Songs, A) (Nihon shunka-kô)",Ernest Hemingway,Science,94,95,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2001,Who the Hell Is Juliette? (¿Quién diablos es Juliette?),J.R.R. Tolkien,Cookbooks,23,71,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1998,Manos: The Hands of Fate,Harper Lee,Biography,25,57,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2002,Ranma ½: Nihao My Concubine (Ranma ½: Kessen Tôgenkyô! Hanayome o torimodose!!),Agatha Christie,Technology,10,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1992,Frances,Mark Twain,Children's,32,11,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
1987,Capote,J.K. Rowling,Historical Fiction,80,85,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2005,New Fist of Fury (Xin jing wu men),Virginia Woolf,Historical Fiction,4,97,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2009,Mais qui a tué Pamela Rose?,Mark Twain,Horror,76,99,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2009,The Hunters,Harper Lee,Romance,56,93,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1995,Lulu on the Bridge,Harper Lee,Young Adult,100,61,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2009,Young Adult,Stephen King,Non-Fiction,56,61,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
1992,Falling (a.k.a. Fallen),Harper Lee,Self-Help,20,65,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2004,Blue Like Jazz,Ernest Hemingway,Fantasy,16,59,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1995,Tommy,J.R.R. Tolkien,Science Fiction,98,17,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2000,"First Nudie Musical, The",William Shakespeare,Romance,85,62,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2005,"I Hate Mondays, (Nie lubie poniedzialku)",J.K. Rowling,Science,51,25,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1998,Wings of Hope (Julianes Sturz in den Dschungel),Mark Twain,Historical Fiction,65,81,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1997,Dogtown and Z-Boyz,George Orwell,Fiction,26,45,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1993,Hatchet,Harper Lee,Travel,89,17,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2007,Il fiore dai petali d'acciaio,Mark Twain,Fantasy,30,41,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2008,I Killed My Mother (J'ai tué ma mère),J.R.R. Tolkien,Historical Fiction,18,83,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1990,"Night at the Opera, A",Ernest Hemingway,Mystery,65,52,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2000,"Late Quartet, A",F. Scott Fitzgerald,Poetry,88,3,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2013,Mr. Vampire (Geung si sin sang),J.R.R. Tolkien,Young Adult,50,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1997,Orders Signed in White,Ernest Hemingway,Graphic Novels,46,60,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2005,Cause for Alarm!,Jane Austen,Non-Fiction,41,23,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2004,Congorama,Harper Lee,Science Fiction,34,78,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1991,Damien: Omen II,Harper Lee,Biography,100,83,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1997,Backdraft,William Shakespeare,Cookbooks,90,9,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2009,Cutter's Way,Virginia Woolf,Technology,75,67,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1998,Night Court,Stephen King,Cookbooks,37,4,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1990,Untamed Heart,J.R.R. Tolkien,Science,56,90,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
1999,Catacombs,Jane Austen,Thriller,24,45,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2008,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il)",Agatha Christie,Historical Fiction,74,22,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1992,Patty Hearst,Virginia Woolf,Fiction,34,32,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2008,Mountaintop Motel Massacre ,Mark Twain,Biography,63,80,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1991,"Opposite of Sex, The",George Orwell,Young Adult,32,82,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2011,Murder in the First,J.R.R. Tolkien,Children's,94,48,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2001,42 Up,George Orwell,Non-Fiction,76,34,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2000,Every Other Weekend (Un week-end sur deux),Charles Dickens,Non-Fiction,32,90,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2005,"Corruptor, The",Jane Austen,Fiction,94,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2010,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)",Harper Lee,Young Adult,31,76,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2007,Little Big Man,Stephen King,Autobiography,54,4,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1995,Holy Wars,Harper Lee,Technology,33,53,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1997,"Day the Earth Stood Still, The",Harper Lee,Non-Fiction,65,14,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1993,Gantz: Perfect Answer,Virginia Woolf,Self-Help,3,68,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1993,Stuck,Charles Dickens,Romance,43,10,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
